interaction_id,client_id,advisor_id,date,type,initiated_by,duration_minutes,outcome,sentiment,topics_discussed,commitment_made,commitment_fulfilled,follow_up_created,follow_up_due_date
I0221,C0010,ADV001,2026-04-10,Phone call,client,11,positive — follow up scheduled,positive,cash flow review|property discussion|rebalancing,True,True,True,2026-04-22
I0222,C0010,ADV001,2026-04-28,Phone call,client,28,positive — follow up scheduled,neutral,goal progress|rebalancing|business exit planning,False,,False,
I0223,C0011,ADV001,2024-12-12,Email,client,0,neutral — client to consider,neutral,risk tolerance review,True,True,True,2025-01-08
I0224,C0011,ADV001,2025-01-04,Email,client,0,positive — action taken,positive,cash flow review,False,,False,
I0225,C0011,ADV001,2025-02-08,Phone call,advisor,20,neutral — information provided,neutral,portfolio review|goal progress,True,True,True,2025-03-08
I0226,C0011,ADV001,2025-02-15,Email,advisor,0,neutral — information provided,positive,rebalancing,False,,False,
I0227,C0011,ADV001,2025-02-18,Email,client,0,negative — complaint raised,negative,philanthropic planning,False,,False,
I0228,C0011,ADV001,2025-03-10,Email,advisor,0,positive — follow up scheduled,positive,property discussion|business exit planning|retirement planning,True,True,True,2025-03-29
I0229,C0011,ADV001,2025-04-01,In-person meeting,advisor,83,neutral — information provided,positive,cash flow review,False,,False,
I0230,C0011,ADV001,2025-04-11,In-person meeting,advisor,60,positive — follow up scheduled,positive,rebalancing|cash flow review,False,,False,
I0231,C0011,ADV001,2025-04-14,Phone call,advisor,16,neutral — information provided,positive,rebalancing,True,True,True,2025-05-07
I0232,C0011,ADV001,2025-04-22,Phone call,advisor,19,positive — follow up scheduled,neutral,market update|tax planning,False,,False,
I0233,C0011,ADV001,2025-04-27,Phone call,client,26,positive — action taken,positive,portfolio review,False,,False,
I0234,C0011,ADV001,2025-06-13,Email,advisor,0,neutral — information provided,positive,retirement planning|tax planning,False,,False,
I0235,C0011,ADV001,2025-06-27,In-person meeting,advisor,85,neutral — information provided,neutral,property discussion,True,True,True,2025-07-14
I0236,C0011,ADV001,2025-07-13,Email,advisor,0,neutral — information provided,positive,portfolio review,False,,False,
I0237,C0011,ADV001,2025-07-13,Phone call,advisor,18,neutral — information provided,positive,cash flow review,True,True,False,2025-08-08
I0238,C0011,ADV001,2025-08-06,Email,advisor,0,positive — follow up scheduled,positive,retirement planning|tax planning|insurance review,True,True,True,2025-09-04
I0239,C0011,ADV001,2025-09-02,Email,client,0,neutral — information provided,neutral,business exit planning|cash flow review|goal progress,False,,False,
I0240,C0011,ADV001,2025-09-18,Email,advisor,0,neutral — client to consider,negative,market update|estate planning,False,,False,
I0241,C0011,ADV001,2025-10-01,Email,client,0,neutral — information provided,neutral,next gen engagement|new investment opportunity,True,False,False,2025-10-16
I0242,C0011,ADV001,2025-10-04,Phone call,client,20,neutral — information provided,neutral,next gen engagement|portfolio review,False,,False,
I0243,C0011,ADV001,2025-10-06,Phone call,advisor,21,neutral — information provided,positive,market update|tax planning|insurance review,False,,False,
I0244,C0011,ADV001,2025-10-31,Phone call,advisor,27,neutral — information provided,neutral,inheritance planning|risk tolerance review,False,,False,
I0245,C0011,ADV001,2025-11-06,Email,client,0,positive — action taken,positive,insurance review|risk tolerance review,False,,False,
I0246,C0011,ADV001,2025-11-13,Phone call,client,12,neutral — information provided,positive,next gen engagement|tax planning|cash flow review,False,,False,
I0247,C0011,ADV001,2025-12-08,Email,client,0,neutral — information provided,positive,estate planning|tax planning,False,,False,
I0248,C0011,ADV001,2025-12-23,In-person meeting,advisor,87,positive — follow up scheduled,positive,estate planning,False,,False,
I0249,C0011,ADV001,2026-01-03,Video call,client,30,neutral — client to consider,neutral,market update,False,,False,
I0250,C0011,ADV001,2026-02-07,Phone call,advisor,20,neutral — information provided,positive,cash flow review|risk tolerance review,False,,False,
I0251,C0011,ADV001,2026-02-21,Phone call,advisor,26,positive — follow up scheduled,positive,market update|cash flow review,False,,False,
I0252,C0011,ADV001,2026-02-21,Email,advisor,0,neutral — information provided,neutral,tax planning|cash flow review,True,True,True,2026-03-12
I0253,C0011,ADV001,2026-04-07,In-person meeting,advisor,58,positive — follow up scheduled,positive,goal progress|next gen engagement|estate planning,False,,False,
I0254,C0011,ADV001,2026-04-20,In-person meeting,advisor,63,positive — follow up scheduled,positive,market update|philanthropic planning|portfolio review,False,,False,
I0255,C0011,ADV001,2026-04-29,Phone call,client,14,positive — follow up scheduled,neutral,market update,False,,False,
I0256,C0011,ADV001,2026-05-03,Video call,client,59,positive — follow up scheduled,neutral,goal progress|rebalancing,False,,False,
I0257,C0011,ADV001,2026-05-04,In-person meeting,advisor,72,neutral — information provided,positive,portfolio review|next gen engagement|risk tolerance review,True,True,False,2026-05-24
I0258,C0011,ADV001,2026-05-27,Email,advisor,0,neutral — information provided,positive,business exit planning|tax planning,False,,False,
I0259,C0011,ADV001,2026-06-01,Email,advisor,0,positive — follow up scheduled,neutral,rebalancing|estate planning,False,,False,
I0260,C0011,ADV001,2026-06-02,Phone call,advisor,12,neutral — client to consider,neutral,cash flow review|retirement planning|rebalancing,False,,False,
I0261,C0011,ADV001,2026-06-03,Phone call,advisor,28,negative — complaint raised,negative,property discussion|risk tolerance review|goal progress,True,True,True,2026-06-29
I0262,C0012,ADV001,2024-12-25,In-person meeting,advisor,76,neutral — information provided,neutral,philanthropic planning,True,True,True,2025-01-05
I0263,C0012,ADV001,2025-01-07,In-person meeting,client,71,positive — follow up scheduled,neutral,new investment opportunity|rebalancing,False,,False,
I0264,C0012,ADV001,2025-02-01,Phone call,client,30,positive — follow up scheduled,positive,tax planning|retirement planning,False,,False,
I0265,C0012,ADV001,2025-02-11,Email,advisor,0,neutral — client to consider,negative,new investment opportunity|inheritance planning|property discussion,False,,False,
I0266,C0012,ADV001,2025-02-27,Phone call,advisor,19,neutral — information provided,positive,inheritance planning|property discussion,False,,False,
I0267,C0012,ADV001,2025-03-05,Phone call,client,23,neutral — client to consider,neutral,family financial planning|property discussion|market update,False,,False,
I0268,C0012,ADV001,2025-04-04,Phone call,advisor,17,neutral — information provided,positive,insurance review|property discussion|next gen engagement,False,,False,
I0269,C0012,ADV001,2025-04-19,Phone call,advisor,12,positive — follow up scheduled,positive,risk tolerance review,False,,False,
I0270,C0012,ADV001,2025-04-25,Email,advisor,0,neutral — information provided,neutral,insurance review|retirement planning,False,,False,
I0271,C0012,ADV001,2025-05-14,Phone call,advisor,16,positive — follow up scheduled,neutral,tax planning|philanthropic planning|retirement planning,True,True,True,2025-06-10
I0272,C0012,ADV001,2025-06-02,Review meeting,client,76,positive — follow up scheduled,neutral,rebalancing|estate planning,False,,False,
I0273,C0012,ADV001,2025-06-07,Review meeting,client,102,neutral — information provided,neutral,family financial planning|goal progress,True,True,True,2025-06-26
I0274,C0012,ADV001,2025-08-26,Phone call,client,24,positive — follow up scheduled,positive,next gen engagement,False,,False,
I0275,C0012,ADV001,2025-08-31,Phone call,advisor,23,positive — action taken,positive,tax planning,False,,False,
I0276,C0012,ADV001,2025-09-03,Phone call,advisor,18,neutral — information provided,neutral,portfolio review|next gen engagement,False,,False,
I0277,C0012,ADV001,2025-09-18,Phone call,advisor,14,positive — follow up scheduled,positive,property discussion|inheritance planning|cash flow review,False,,False,
I0278,C0012,ADV001,2025-09-21,Video call,advisor,57,positive — action taken,positive,estate planning|new investment opportunity|portfolio review,False,,False,
I0279,C0012,ADV001,2025-09-24,In-person meeting,advisor,67,neutral — information provided,neutral,cash flow review|inheritance planning,False,,False,
I0280,C0012,ADV001,2025-09-30,Review meeting,advisor,81,positive — action taken,positive,rebalancing,False,,False,
I0281,C0012,ADV001,2025-10-05,Phone call,advisor,16,neutral — information provided,positive,inheritance planning|tax planning,False,,False,
I0282,C0012,ADV001,2025-12-24,Email,client,0,positive — follow up scheduled,positive,market update,True,True,True,2026-01-18
I0283,C0012,ADV001,2026-03-13,Phone call,client,25,neutral — client to consider,neutral,rebalancing|portfolio review|next gen engagement,True,False,True,2026-03-21
I0284,C0012,ADV001,2026-04-09,Phone call,client,27,positive — follow up scheduled,positive,new investment opportunity,True,True,True,2026-05-06
I0285,C0012,ADV001,2026-04-21,Video call,advisor,50,positive — follow up scheduled,positive,portfolio review,False,,False,
I0286,C0012,ADV001,2026-05-12,Video call,client,49,positive — follow up scheduled,positive,estate planning,True,True,True,2026-06-07
I0287,C0013,ADV001,2024-12-17,Email,client,0,neutral — client to consider,neutral,cash flow review,False,,False,
I0288,C0013,ADV001,2024-12-18,Email,advisor,0,neutral — client to consider,negative,business exit planning,False,,False,
I0289,C0013,ADV001,2024-12-27,Email,advisor,0,positive — follow up scheduled,positive,insurance review,False,,False,
I0290,C0013,ADV001,2025-01-18,Email,client,0,neutral — information provided,positive,goal progress,False,,False,
I0291,C0013,ADV001,2025-01-21,Phone call,advisor,18,positive — follow up scheduled,positive,rebalancing|retirement planning,False,,False,
I0292,C0013,ADV001,2025-01-26,Video call,advisor,45,neutral — information provided,neutral,tax planning|estate planning|rebalancing,False,,False,
I0293,C0013,ADV001,2025-02-13,Email,advisor,0,positive — follow up scheduled,positive,property discussion|new investment opportunity|inheritance planning,True,True,True,2025-03-15
I0294,C0013,ADV001,2025-03-03,Phone call,client,28,positive — follow up scheduled,positive,retirement planning|risk tolerance review,True,True,True,2025-03-15
I0295,C0013,ADV001,2025-03-12,Phone call,client,18,neutral — information provided,neutral,property discussion,True,True,True,2025-03-27
I0296,C0013,ADV001,2025-03-23,Video call,advisor,40,neutral — information provided,positive,cash flow review,True,False,False,2025-04-18
I0297,C0013,ADV001,2025-04-13,Email,advisor,0,positive — follow up scheduled,positive,philanthropic planning|next gen engagement,False,,False,
I0298,C0013,ADV001,2025-04-13,In-person meeting,advisor,60,neutral — client to consider,neutral,property discussion,False,,False,
I0299,C0013,ADV001,2025-04-19,Video call,advisor,48,positive — follow up scheduled,positive,risk tolerance review,True,True,True,2025-05-12
I0300,C0013,ADV001,2025-04-26,Email,advisor,0,neutral — client to consider,neutral,rebalancing,True,True,True,2025-05-03
I0301,C0013,ADV001,2025-04-30,Email,advisor,0,positive — follow up scheduled,positive,estate planning,False,,False,
I0302,C0013,ADV001,2025-05-04,Phone call,client,28,neutral — client to consider,neutral,rebalancing,False,,False,
I0303,C0013,ADV001,2025-05-06,Video call,advisor,41,positive — follow up scheduled,neutral,rebalancing|portfolio review|risk tolerance review,True,False,True,2025-05-23
I0304,C0013,ADV001,2025-05-21,Phone call,client,29,neutral — client to consider,neutral,insurance review|estate planning|cash flow review,False,,False,
I0305,C0013,ADV001,2025-05-28,Phone call,client,11,neutral — client to consider,neutral,inheritance planning,False,,False,
